,title,ingredients,instructions,picture_link
10,Best Fried Green Tomatoes,"['4 large green tomatoes', '2  large eggs eggs', '½ cup milk', '1 cup all-purpose flour', '½ cup cornmeal', '½ cup bread crumbs', '2 teaspoons coarse kosher salt', '¼ teaspoon ground black pepper', '1 quart vegetable oil for frying']","['Slice tomatoes 1/2 inch thick. Discard the ends.', 'Whisk eggs and milk together in a medium-size bowl. Scoop flour onto a plate. Mix cornmeal, bread crumbs and salt and pepper on another plate. Dip tomatoes into flour to coat. Then dip the tomatoes into milk and egg mixture. Dredge in breadcrumbs to completely coat.', 'In a large skillet, pour vegetable oil (enough so that there is 1/2 inch of oil in the pan) and heat over a medium heat. Place tomatoes into the frying pan in batches of 4 or 5, depending on the size of your skillet. Do not crowd the tomatoes, they should not touch each other. When the tomatoes are browned, flip and fry them on the other side. Drain them on paper towels.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F888769.jpg
11,Microwave Chocolate Mug Cake,"['¼ cup all-purpose flour', '¼ cup white sugar', '2 tablespoons unsweetened cocoa powder', '⅛ teaspoon baking soda', '⅛ teaspoon salt', '3 tablespoons milk', '2 tablespoons canola oil', '1 tablespoon water', '¼ teaspoon vanilla extract']","['Mix flour, sugar, cocoa powder, baking soda, and salt in a large microwave-safe mug; stir in milk, canola oil, water, and vanilla extract.', 'Cook in microwave until cake is done in the middle, about 1 minute 45 seconds.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4541090.jpg
12,Delicious Egg Salad for Sandwiches,"['8  large eggs eggs', '½ cup mayonnaise', '1 teaspoon prepared yellow mustard', '¼ cup chopped green onion', 'salt and pepper to taste', '¼ teaspoon paprika']","['Place egg in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop.', 'Place the chopped eggs in a bowl, and stir in the mayonnaise, mustard and green onion. Season with salt, pepper and paprika. Stir and serve on your favorite bread or crackers.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F191517.jpg
13,Balsamic Bruschetta,"['8 plum tomato (blank)s roma (plum) tomatoes, diced', '⅓ cup chopped fresh basil', '¼ cup shredded Parmesan cheese', '2 cloves garlic, minced', '1 tablespoon balsamic vinegar', '1 teaspoon olive oil', '¼ teaspoon kosher salt', '¼ teaspoon freshly ground black pepper', '1 loaf French bread, toasted and sliced']","['In a bowl, toss together the tomatoes, basil, Parmesan cheese, and garlic. Mix in the balsamic vinegar, olive oil, kosher salt, and pepper. Serve on toasted bread slices.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F866248.jpg
14,Simple Macaroni and Cheese,"['1 (8 ounce) box elbow macaroni', '¼ cup butter', '¼ cup all-purpose flour', '½ teaspoon salt', 'ground black pepper to taste', '2 cups milk', '2 cups shredded Cheddar cheese']","['Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes. Drain.', 'Melt butter in a saucepan over medium heat; stir in flour, salt, and pepper until smooth, about 5 minutes. Slowly pour milk into butter-flour mixture while continuously stirring until mixture is smooth and bubbling, about 5 minutes. Add Cheddar cheese to milk mixture and stir until cheese is melted, 2 to 4 minutes.', 'Fold macaroni into cheese sauce until coated.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5445825.jpg
15,Simple Teriyaki Sauce,"['1 cup water', '¼ cup soy sauce', '5 teaspoons packed brown sugar', '1 tablespoon honey, or more to taste', '½ teaspoon ground ginger', '¼ teaspoon garlic powder', '2 tablespoons cornstarch', '¼ cup cold water']","['Combine 1 cup water, soy sauce, brown sugar, honey, ginger, and garlic powder in a saucepan over medium heat. Cook until nearly heated through, about 1 minute.', 'Mix cornstarch and 1/4 cold water together in a cup; stir until dissolved. Add to the saucepan. Cook and stir sauce until thickened, 5 to 7 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4553894.jpg
16,Mom's Peach Crisp,"['4 cups sliced fresh peaches', '½ cup all-purpose flour', '½ cup brown sugar', '½ cup cold butter', '1 teaspoon ground cinnamon', '¼ teaspoon salt', '1 cup rolled oats']","['Preheat oven to 350 degrees F (175 degrees C).', 'Arrange peaches evenly in an 8x8-inch baking dish.', 'Mix flour, brown sugar, butter, cinnamon, and salt in a bowl using a pastry cutter until evenly crumbled. Fold oats into flour mixture; sprinkle and press topping into peaches.', 'Bake in the preheated oven until topping is lightly browned, about 30 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3897472.jpg
17,Garden Fresh Tomato Soup,"['4 cups chopped fresh tomatoes', '1 slice onion', '4 eaches whole cloves', '2 cups chicken broth', '2 tablespoons butter', '2 tablespoons all-purpose flour', '1 teaspoon salt', '2 teaspoons white sugar, or to taste']","['In a stockpot, over medium heat, combine the tomatoes, onion, cloves and chicken broth. Bring to a boil, and gently boil for about 20 minutes to blend all of the flavors. Remove from heat and run the mixture through a food mill into a large bowl, or pan. Discard any stuff left over in the food mill.', 'In the now empty stockpot, melt the butter over medium heat. Stir in the flour to make a roux, cooking until the roux is a medium brown. Gradually whisk in a bit of the tomato mixture, so that no lumps form, then stir in the rest. Season with sugar and salt, and adjust to taste.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1869714.jpg
18,Simple White Cake,"['1 cup white sugar', '½ cup butter', '2  large eggs eggs', '2 teaspoons vanilla extract', '1\u2009½ cups all-purpose flour', '1\u2009¾ teaspoons baking powder', '½ cup milk']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch pan or line a muffin pan with paper liners.', 'In a medium bowl, cream together the sugar and butter. Beat in the eggs, one at a time, then stir in the vanilla. Combine flour and baking powder, add to the creamed mixture and mix well. Finally stir in the milk until batter is smooth. Pour or spoon batter into the prepared pan.', 'Bake for 30 to 40 minutes in the preheated oven. For cupcakes, bake 20 to 25 minutes. Cake is done when it springs back to the touch.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1437162.jpg
19,Emily's Excellent Taco Casserole,"['6 cups corn tortilla chips', '2 cups vegetarian chili with beans', '1 cup shredded Cheddar cheese', '2 cups shredded lettuce', '2 small slice (blank)s roma (plum) tomatoes, chopped', '½ cup salsa', '¼ cup sour cream']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Place chips in the bottom of a 9 inch square baking dish. Pour chili straight from the can over the chips. Sprinkle shredded cheese over the top.', 'Bake for 20 to 25 minutes in the preheated oven, until chili is bubbling and cheese is melted. Top with lettuce, tomato, sour cream and salsa in the pan, or after serving (if people are picky).']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1411575.jpg
20,Fried Rice Restaurant Style,"['2 cups enriched white rice', '4 cups water', '⅔ cup chopped baby carrots', '½ cup frozen green peas', '2 tablespoons vegetable oil', '2  large eggs eggs', 'soy sauce to taste', '2 tablespoons sesame oil, to taste']","['In a saucepan, combine rice and water. Bring to a boil. Reduce heat, cover, and simmer for 20 minutes.', 'In a small saucepan, boil carrots in water about 3 to 5 minutes. Drop peas into boiling water, and drain.', 'Heat wok over high heat. Pour in oil, then stir in carrots and peas; cook about 30 seconds. Crack in eggs, stirring quickly to scramble eggs with vegetables. Stir in cooked rice. Shake in soy sauce, and toss rice to coat. Drizzle with sesame oil, and toss again.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3770230.jpg
21,Bacon-Wrapped Jalapeno Poppers,"['½ cup cream cheese', '½ cup shredded sharp Cheddar cheese', '12 peppers jalapeno peppers, halved lengthwise, seeds and membranes removed', '12 slices bacon']","['Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil.', 'Mix cream cheese and Cheddar cheese together in a bowl until evenly blended. Fill each jalapeno half with the cheese mixture. Put halves back together and wrap each stuffed pepper with a slice of bacon. Arrange bacon-wrapped peppers on the prepared baking sheet.', 'Bake in the preheated oven until bacon is crispy, about 15 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1126580.jpg
22,Soft Oatmeal Cookies,"['1 cup butter, softened', '1 cup white sugar', '1 cup packed brown sugar', '2  large eggs eggs', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '1\u2009½ teaspoons ground cinnamon', '3 cups quick cooking oats']","['In a medium bowl, cream together butter, white sugar, and brown sugar. Beat in eggs one at a time, then stir in vanilla. Combine flour, baking soda, salt, and cinnamon; stir into the creamed mixture. Mix in oats. Cover, and chill dough for at least one hour.', 'Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets. Roll the dough into walnut sized balls, and place 2 inches apart on cookie sheets. Flatten each cookie with a large fork dipped in sugar.', 'Bake for 8 to 10 minutes in preheated oven. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3779973.jpg
23,Eggplant Parmesan II,"['3 eggplant, peeled (yield from 1.25 lb)s eggplant, peeled and thinly sliced', '2  large eggs eggs, beaten', '4 cups Italian seasoned bread crumbs', '6 cups spaghetti sauce, divided', '1 (16 ounce) package mozzarella cheese, shredded and divided', '½ cup grated Parmesan cheese, divided', '½ teaspoon dried basil']","['Preheat oven to 350 degrees F (175 degrees C).', 'Dip eggplant slices in egg, then in bread crumbs.  Place in a single layer on a baking sheet.  Bake in preheated oven for 5 minutes on each side.', 'In a 9x13 inch baking dish spread spaghetti sauce to cover the bottom.  Place a layer of eggplant slices in the sauce.  Sprinkle with mozzarella and Parmesan cheeses.  Repeat with remaining ingredients, ending with the cheeses.  Sprinkle basil on top.', 'Bake in preheated oven for 35 minutes, or until golden brown.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5068161.jpg
